                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.78329,                  0.671,                 1.2332,                0.86938,                  0.838,                0.90263,                0.69113,                0.91836,                0.88724,                  1.284,              0.0030205,              0.0030205,              0.0030205
                    144,                0.77998,                0.66312,                 1.2296,                0.86959,                0.83976,                0.90266,                0.69223,                0.91803,                0.88532,                 1.2839,               0.002971,               0.002971,               0.002971
                    145,                0.78302,                0.66467,                 1.2297,                0.86722,                0.84174,                0.90276,                 0.6928,                 0.9176,                0.88174,                 1.2835,              0.0029215,              0.0029215,              0.0029215
                    146,                0.77974,                0.66649,                 1.2245,                0.87001,                0.84037,                0.90325,                0.69307,                 0.9172,                0.88029,                  1.283,               0.002872,               0.002872,               0.002872
                    147,                0.78426,                0.66503,                 1.2281,                0.87303,                0.83935,                0.90361,                 0.6933,                0.91628,                0.87616,                  1.282,              0.0028225,              0.0028225,              0.0028225
                    148,                0.77901,                0.65533,                 1.2249,                0.87146,                0.83984,                0.90353,                 0.6946,                0.91555,                0.87152,                  1.281,               0.002773,               0.002773,               0.002773
                    149,                  0.776,                0.65557,                 1.2264,                 0.8714,                0.84137,                0.90354,                0.69437,                0.91424,                 0.8695,                 1.2793,              0.0027235,              0.0027235,              0.0027235
                    150,                0.77135,                 0.6508,                 1.2199,                0.87164,                0.84132,                0.90366,                0.69442,                0.91392,                0.86716,                 1.2793,               0.002674,               0.002674,               0.002674
                    151,                0.77194,                0.65001,                 1.2222,                 0.8725,                0.84155,                0.90374,                 0.6947,                0.91301,                 0.8642,                 1.2779,              0.0026245,              0.0026245,              0.0026245
                    152,                 0.7666,                0.64936,                 1.2218,                0.87705,                0.84006,                0.90387,                0.69506,                0.91229,                0.86202,                  1.277,               0.002575,               0.002575,               0.002575
                    153,                0.77076,                0.64713,                 1.2214,                0.87725,                0.83966,                0.90389,                0.69537,                0.91254,                0.86083,                  1.277,              0.0025255,              0.0025255,              0.0025255
                    154,                0.76456,                0.64825,                 1.2179,                0.87881,                0.83957,                0.90364,                0.69501,                 0.9122,                0.85763,                 1.2766,               0.002476,               0.002476,               0.002476
                    155,                0.76057,                0.63659,                 1.2159,                0.87905,                0.83792,                 0.9042,                0.69544,                0.91204,                0.85371,                 1.2763,              0.0024265,              0.0024265,              0.0024265
                    156,                0.76198,                0.63663,                 1.2156,                0.88013,                0.83745,                0.90433,                0.69603,                0.91179,                 0.8511,                 1.2759,               0.002377,               0.002377,               0.002377
                    157,                0.75696,                0.63884,                 1.2123,                0.87941,                0.83894,                0.90434,                0.69596,                0.91141,                 0.8469,                 1.2755,              0.0023275,              0.0023275,              0.0023275
                    158,                0.75655,                0.64042,                 1.2101,                0.88057,                0.83894,                 0.9047,                0.69644,                0.91127,                0.84229,                 1.2753,               0.002278,               0.002278,               0.002278
                    159,                0.76024,                0.64083,                 1.2168,                0.87993,                0.84142,                0.90478,                0.69612,                0.91085,                0.83992,                 1.2745,              0.0022285,              0.0022285,              0.0022285
                    160,                0.74759,                0.62447,                 1.2075,                0.87992,                0.84115,                0.90469,                0.69668,                0.91066,                0.83838,                 1.2741,               0.002179,               0.002179,               0.002179
                    161,                0.75101,                 0.6287,                 1.2056,                0.88312,                0.83754,                0.90422,                0.69689,                0.91024,                0.83442,                 1.2738,              0.0021295,              0.0021295,              0.0021295
                    162,                0.75247,                0.63132,                  1.203,                0.88372,                0.83725,                0.90434,                0.69708,                0.90996,                0.83316,                 1.2734,                0.00208,                0.00208,                0.00208
                    163,                0.75007,                0.63006,                 1.2063,                0.88428,                0.83733,                0.90466,                0.69714,                0.90989,                0.83221,                 1.2731,              0.0020305,              0.0020305,              0.0020305
                    164,                0.74641,                0.62116,                 1.2012,                0.88287,                0.83974,                0.90491,                0.69748,                0.90942,                 0.8304,                 1.2726,               0.001981,               0.001981,               0.001981
                    165,                0.73793,                0.61597,                 1.1992,                0.88014,                0.84268,                0.90548,                0.69793,                0.90911,                0.82981,                 1.2722,              0.0019315,              0.0019315,              0.0019315
                    166,                0.74171,                0.61871,                 1.2016,                0.87971,                0.84328,                0.90605,                0.69815,                0.90889,                0.82886,                 1.2717,               0.001882,               0.001882,               0.001882
                    167,                0.73238,                0.61209,                 1.1962,                0.88307,                0.84309,                0.90629,                0.69852,                0.90831,                0.82624,                 1.2709,              0.0018325,              0.0018325,              0.0018325
                    168,                0.73168,                0.61424,                 1.1958,                0.88024,                0.84363,                0.90602,                0.69873,                0.90809,                0.82505,                 1.2709,               0.001783,               0.001783,               0.001783
                    169,                0.72995,                0.60525,                 1.1936,                0.88145,                0.84315,                0.90636,                0.69846,                0.90778,                0.82309,                 1.2704,              0.0017335,              0.0017335,              0.0017335
                    170,                0.73275,                0.60917,                 1.1955,                0.88259,                0.84277,                0.90666,                0.69881,                0.90733,                0.82428,                 1.2701,               0.001684,               0.001684,               0.001684
                    171,                0.72574,                0.60441,                  1.194,                0.88184,                0.84119,                0.90687,                0.70005,                0.90663,                0.82318,                 1.2696,              0.0016345,              0.0016345,              0.0016345
                    172,                0.73096,                 0.6038,                 1.1941,                 0.8816,                0.84065,                  0.907,                0.70021,                0.90612,                0.82137,                  1.269,               0.001585,               0.001585,               0.001585
                    173,                 0.7314,                0.60249,                 1.1927,                0.88147,                 0.8404,                0.90761,                0.70079,                0.90572,                  0.819,                 1.2689,              0.0015355,              0.0015355,              0.0015355
                    174,                0.72076,                0.59025,                 1.1849,                0.88131,                0.84062,                0.90739,                0.70144,                0.90549,                0.81747,                 1.2685,               0.001486,               0.001486,               0.001486
                    175,                0.72218,                0.59679,                 1.1877,                0.88195,                0.84058,                0.90755,                0.70242,                0.90484,                0.81663,                 1.2679,              0.0014365,              0.0014365,              0.0014365
                    176,                0.71737,                0.59142,                 1.1836,                0.88245,                0.84082,                0.90757,                0.70294,                0.90453,                0.81535,                 1.2674,               0.001387,               0.001387,               0.001387
                    177,                0.71909,                0.59591,                 1.1854,                 0.8821,                0.84035,                0.90805,                0.70332,                0.90408,                0.81512,                 1.2671,              0.0013375,              0.0013375,              0.0013375
                    178,                0.71922,                0.59286,                 1.1852,                0.88336,                0.84056,                0.90808,                0.70327,                0.90375,                0.81392,                 1.2668,               0.001288,               0.001288,               0.001288
                    179,                0.71602,                0.58668,                 1.1856,                0.88341,                0.84086,                0.90822,                0.70373,                0.90347,                0.81138,                 1.2665,              0.0012385,              0.0012385,              0.0012385
                    180,                0.71091,                0.59004,                   1.18,                0.88619,                 0.8404,                0.90811,                0.70391,                0.90294,                 0.8098,                 1.2661,               0.001189,               0.001189,               0.001189
                    181,                0.71569,                0.58314,                 1.1839,                 0.8867,                0.84093,                0.90814,                0.70433,                 0.9027,                0.80903,                 1.2658,              0.0011395,              0.0011395,              0.0011395
                    182,                0.70031,                0.57533,                  1.174,                 0.8871,                 0.8404,                0.90845,                 0.7049,                0.90234,                0.80864,                 1.2655,                0.00109,                0.00109,                0.00109
                    183,                0.71277,                0.58876,                 1.1827,                0.88778,                0.84112,                0.90847,                0.70597,                0.90184,                0.80749,                 1.2651,              0.0010405,              0.0010405,              0.0010405
                    184,                0.70817,                0.58618,                 1.1807,                 0.8893,                0.84045,                0.90822,                0.70596,                0.90101,                 0.8057,                 1.2643,               0.000991,               0.000991,               0.000991
                    185,                0.70451,                0.57537,                 1.1764,                0.88794,                0.84505,                0.90884,                0.70631,                0.90056,                0.80474,                 1.2638,              0.0009415,              0.0009415,              0.0009415
                    186,                0.69799,                0.57257,                 1.1732,                0.88619,                 0.8459,                0.90869,                 0.7064,                0.90019,                 0.8022,                 1.2637,               0.000892,               0.000892,               0.000892
                    187,                 0.6963,                0.56704,                 1.1723,                0.88741,                 0.8464,                0.90848,                0.70702,                0.89964,                0.79979,                 1.2633,              0.0008425,              0.0008425,              0.0008425
                    188,                0.70147,                0.57437,                 1.1737,                0.88796,                0.84728,                 0.9087,                0.70742,                0.89938,                0.79799,                  1.263,               0.000793,               0.000793,               0.000793
                    189,                0.69522,                0.56948,                 1.1725,                0.88845,                0.84644,                 0.9087,                 0.7078,                0.89923,                 0.7961,                  1.263,              0.0007435,              0.0007435,              0.0007435
                    190,                0.69108,                0.56681,                 1.1694,                0.88881,                0.84692,                0.90894,                 0.7081,                0.89901,                0.79489,                 1.2628,               0.000694,               0.000694,               0.000694
                    191,                0.62405,                0.40488,                 1.1602,                0.88649,                0.85041,                0.90964,                 0.7078,                0.89845,                0.79319,                 1.2625,              0.0006445,              0.0006445,              0.0006445
                    192,                0.60559,                0.38368,                 1.1451,                0.88654,                0.84756,                0.90974,                0.70852,                0.89736,                0.79012,                 1.2617,               0.000595,               0.000595,               0.000595
                    193,                0.59705,                0.37832,                 1.1392,                0.88845,                 0.8475,                 0.9095,                0.70889,                0.89646,                0.78701,                 1.2611,              0.0005455,              0.0005455,              0.0005455
                    194,                0.58835,                0.37229,                 1.1333,                 0.8882,                0.84735,                0.90966,                0.70955,                 0.8955,                0.78328,                 1.2606,               0.000496,               0.000496,               0.000496
                    195,                0.58715,                0.36573,                 1.1266,                0.88843,                0.84661,                0.90969,                0.70961,                0.89501,                0.78213,                 1.2604,              0.0004465,              0.0004465,              0.0004465
                    196,                0.57955,                0.35824,                 1.1219,                0.88947,                0.84653,                0.90983,                0.70997,                0.89429,                0.77919,                 1.2601,               0.000397,               0.000397,               0.000397
                    197,                 0.5786,                0.36074,                 1.1219,                0.88933,                0.84708,                0.90996,                0.71031,                0.89326,                0.77646,                 1.2595,              0.0003475,              0.0003475,              0.0003475
                    198,                 0.5733,                0.35505,                 1.1165,                0.88754,                 0.8485,                0.90985,                0.71086,                0.89247,                0.77364,                 1.2591,               0.000298,               0.000298,               0.000298
                    199,                0.57075,                0.35252,                  1.113,                0.88809,                0.84857,                0.90993,                0.71084,                0.89152,                0.77215,                 1.2584,              0.0002485,              0.0002485,              0.0002485
                    200,                0.56846,                0.34886,                 1.1147,                0.88866,                0.84822,                0.91031,                0.71152,                 0.8904,                0.76989,                 1.2576,               0.000199,               0.000199,               0.000199
