                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.48369,                0.37327,                 1.0467,                0.92116,                0.88762,                0.94453,                0.79319,                0.72345,                0.46204,                 1.1737,              0.0026245,              0.0026245,              0.0026245
                    152,                 0.4858,                0.37451,                 1.0495,                0.92104,                0.88762,                0.94508,                0.79342,                0.72309,                0.46077,                 1.1737,               0.002575,               0.002575,               0.002575
                    153,                0.48337,                0.37116,                 1.0466,                 0.9211,                0.88711,                0.94517,                0.79401,                0.72261,                0.45811,                 1.1734,              0.0025255,              0.0025255,              0.0025255
                    154,                0.47896,                0.36798,                 1.0427,                0.92131,                0.88663,                0.94515,                 0.7946,                0.72238,                0.45651,                 1.1736,               0.002476,               0.002476,               0.002476
                    155,                0.47581,                0.36027,                  1.043,                0.92074,                0.88631,                0.94531,                0.79551,                0.72188,                0.45482,                 1.1731,              0.0024265,              0.0024265,              0.0024265
                    156,                0.47461,                0.35875,                 1.0413,                0.92228,                0.88614,                0.94576,                0.79563,                0.72147,                0.45374,                  1.173,               0.002377,               0.002377,               0.002377
                    157,                0.47075,                0.35897,                 1.0382,                0.92306,                0.88718,                0.94599,                0.79618,                0.72105,                0.45227,                 1.1731,              0.0023275,              0.0023275,              0.0023275
                    158,                0.46973,                0.35748,                 1.0362,                0.91172,                0.89819,                0.94545,                0.79615,                0.72041,                0.45078,                 1.1726,               0.002278,               0.002278,               0.002278
                    159,                0.46784,                0.35465,                 1.0404,                0.91156,                0.89734,                0.94524,                0.79686,                0.72067,                0.44971,                 1.1735,              0.0022285,              0.0022285,              0.0022285
                    160,                0.46076,                0.34924,                 1.0352,                0.91507,                0.89471,                0.94536,                 0.7964,                0.72042,                0.44903,                 1.1735,               0.002179,               0.002179,               0.002179
                    161,                0.45799,                0.34903,                 1.0321,                0.91571,                0.89523,                  0.946,                 0.7967,                0.72033,                0.44882,                 1.1738,              0.0021295,              0.0021295,              0.0021295
                    162,                0.45805,                0.35206,                 1.0295,                0.91758,                0.89116,                 0.9459,                0.79692,                0.72001,                0.44802,                  1.174,                0.00208,                0.00208,                0.00208
                    163,                0.45707,                0.34932,                 1.0303,                0.91295,                0.89829,                0.94605,                0.79743,                0.71892,                0.44709,                 1.1734,              0.0020305,              0.0020305,              0.0020305
                    164,                0.45266,                0.34266,                 1.0253,                 0.9176,                0.89275,                0.94582,                0.79728,                 0.7185,                0.44568,                 1.1734,               0.001981,               0.001981,               0.001981
                    165,                 0.4493,                0.34057,                 1.0257,                0.91239,                0.89775,                0.94582,                0.79726,                0.71843,                0.44486,                 1.1736,              0.0019315,              0.0019315,              0.0019315
                    166,                0.44486,                0.33512,                 1.0206,                0.91427,                0.89734,                0.94646,                0.79781,                0.71825,                0.44425,                 1.1736,               0.001882,               0.001882,               0.001882
                    167,                0.44073,                 0.3306,                 1.0197,                0.91516,                0.89925,                0.94675,                0.79808,                0.71829,                0.44345,                 1.1738,              0.0018325,              0.0018325,              0.0018325
                    168,                0.43905,                0.33449,                  1.021,                0.91605,                0.89808,                0.94664,                0.79837,                 0.7179,                0.44344,                 1.1738,               0.001783,               0.001783,               0.001783
                    169,                0.43615,                0.32873,                 1.0194,                0.91579,                0.89756,                0.94655,                0.79933,                0.71766,                0.44296,                  1.174,              0.0017335,              0.0017335,              0.0017335
                    170,                0.43403,                0.32956,                 1.0177,                0.91423,                0.89872,                0.94663,                 0.7994,                0.71738,                0.44267,                 1.1741,               0.001684,               0.001684,               0.001684
                    171,                0.42866,                0.32685,                 1.0173,                0.91483,                0.89756,                0.94689,                0.80018,                0.71714,                0.44151,                 1.1743,              0.0016345,              0.0016345,              0.0016345
                    172,                0.42966,                0.32775,                 1.0151,                 0.9159,                0.89712,                0.94679,                0.80042,                0.71653,                0.44097,                  1.174,               0.001585,               0.001585,               0.001585
                    173,                0.42754,                0.32495,                 1.0127,                0.91705,                0.89678,                0.94681,                 0.8006,                0.71624,                0.44091,                  1.174,              0.0015355,              0.0015355,              0.0015355
                    174,                0.42086,                0.31875,                 1.0075,                0.91682,                0.89659,                0.94711,                0.80098,                 0.7156,                0.44033,                 1.1737,               0.001486,               0.001486,               0.001486
                    175,                0.42072,                0.31966,                   1.01,                0.91696,                0.89625,                0.94755,                0.80108,                0.71473,                0.43983,                 1.1733,              0.0014365,              0.0014365,              0.0014365
                    176,                0.41786,                0.31502,                 1.0063,                0.92158,                0.89127,                0.94712,                0.80154,                0.71437,                0.44005,                 1.1732,               0.001387,               0.001387,               0.001387
                    177,                0.41562,                0.31401,                  1.006,                0.91837,                0.89417,                0.94703,                0.80187,                0.71391,                0.43959,                 1.1729,              0.0013375,              0.0013375,              0.0013375
                    178,                 0.4173,                0.31584,                  1.006,                 0.9179,                0.89322,                0.94699,                0.80139,                0.71347,                0.43901,                 1.1727,               0.001288,               0.001288,               0.001288
                    179,                0.41227,                0.30867,                 1.0048,                0.91951,                0.89376,                 0.9472,                0.80201,                0.71326,                0.43998,                 1.1727,              0.0012385,              0.0012385,              0.0012385
                    180,                0.40661,                0.30596,                  1.002,                0.92247,                0.89214,                0.94721,                0.80244,                0.71256,                0.43867,                 1.1727,               0.001189,               0.001189,               0.001189
                    181,                0.40582,                0.30443,                 1.0038,                0.92053,                0.89423,                0.94737,                0.80284,                0.71185,                0.43818,                 1.1724,              0.0011395,              0.0011395,              0.0011395
                    182,                0.39814,                0.30298,                0.99824,                0.92039,                 0.8943,                0.94749,                0.80312,                0.71127,                0.43822,                 1.1723,                0.00109,                0.00109,                0.00109
                    183,                0.40214,                0.30565,                 1.0016,                0.92056,                0.89457,                0.94733,                0.80338,                 0.7106,                0.43786,                 1.1723,              0.0010405,              0.0010405,              0.0010405
                    184,                0.39921,                0.30288,                0.99991,                0.92629,                0.88836,                0.94741,                0.80399,                0.71005,                0.43741,                 1.1724,               0.000991,               0.000991,               0.000991
                    185,                0.39486,                0.29868,                0.99832,                0.92692,                0.88845,                0.94727,                 0.8045,                0.70954,                0.43706,                 1.1726,              0.0009415,              0.0009415,              0.0009415
                    186,                0.38864,                0.29582,                0.99314,                0.92644,                0.88898,                0.94744,                0.80453,                  0.709,                0.43745,                 1.1727,               0.000892,               0.000892,               0.000892
                    187,                 0.3867,                0.28867,                0.99113,                0.92619,                0.88915,                0.94809,                0.80527,                0.70864,                0.43784,                 1.1727,              0.0008425,              0.0008425,              0.0008425
                    188,                0.38601,                0.29301,                0.98983,                0.92561,                0.88986,                0.94777,                0.80489,                0.70888,                0.43748,                 1.1738,               0.000793,               0.000793,               0.000793
                    189,                0.38329,                0.29126,                0.99111,                0.93034,                0.88625,                0.94767,                 0.8049,                0.70874,                0.43816,                 1.1742,              0.0007435,              0.0007435,              0.0007435
                    190,                0.38132,                0.28963,                0.99067,                0.93116,                 0.8859,                0.94785,                0.80482,                 0.7081,                 0.4385,                 1.1735,               0.000694,               0.000694,               0.000694
                    191,                 0.2747,                0.16183,                0.91581,                0.93094,                0.88546,                0.94764,                0.80508,                0.70769,                 0.4391,                 1.1737,              0.0006445,              0.0006445,              0.0006445
                    192,                0.26466,                0.15412,                0.90615,                0.93156,                0.88371,                0.94776,                0.80552,                0.70738,                0.44015,                  1.174,               0.000595,               0.000595,               0.000595
                    193,                0.25935,                0.15283,                0.90438,                0.93217,                0.88389,                0.94788,                0.80568,                0.70718,                0.44046,                 1.1744,              0.0005455,              0.0005455,              0.0005455
                    194,                0.25002,                0.14711,                 0.8997,                0.93224,                0.88392,                0.94757,                0.80587,                0.70651,                0.44041,                  1.174,               0.000496,               0.000496,               0.000496
                    195,                0.24728,                0.14591,                0.89438,                0.93265,                0.88335,                0.94751,                0.80559,                0.70604,                0.44049,                 1.1742,              0.0004465,              0.0004465,              0.0004465
                    196,                0.24399,                0.14329,                0.89424,                0.93182,                 0.8845,                0.94692,                0.80595,                0.70586,                0.44108,                 1.1749,               0.000397,               0.000397,               0.000397
                    197,                0.24027,                0.14245,                0.89209,                0.93173,                0.88443,                0.94686,                0.80629,                0.70563,                0.44162,                 1.1756,              0.0003475,              0.0003475,              0.0003475
                    198,                0.23893,                0.13864,                 0.8916,                0.93365,                0.88245,                0.94654,                0.80584,                0.70564,                0.44235,                 1.1765,               0.000298,               0.000298,               0.000298
                    199,                0.23431,                0.13892,                0.88662,                0.93425,                0.88321,                0.94669,                0.80667,                0.70547,                0.44308,                 1.1772,              0.0002485,              0.0002485,              0.0002485
                    200,                0.23325,                0.13766,                0.88676,                0.93415,                0.88333,                0.94672,                0.80692,                0.70512,                 0.4427,                 1.1777,               0.000199,               0.000199,               0.000199
